Sr.,Symbol / Scrip Name,ISIN,MIS(Intraday),BO(Bracket),CO(Cover)
2873,PROV,INE0ONE01016,1x,,
2874,VAISHALI,INE972X01022,1x,,
2875,GOKUL,INE020J01029,5x,5x,5x
2876,SAHANA,INE0LEX01011,1x,,
2877,SPECTSTM,INE0OL001018,1x,,
2878,URBAN,INE0O0201019,1x,,
2879,JOCIL,INE839G01010,1x,,
2880,CELLPOINT,INE0O0001013,1x,,
2881,VILINBIO,INE0L4V01013,1x,,
2882,AATMAJ,INE0OB201016,1x,,
2883,ESFL,INE0ITO01014,1x,,
2884,MAGSON,INE0O1S01012,1x,,
2885,GREENCHEF,INE0O7P01015,1x,,
2886,PENTAGON,INE0ORS01017,1x,,
2887,GLOBALPET,INE0PS501019,1x,,
2888,SHRIPISTON,INE526E01018,5x,5x,5x
2889,SYNOPTICS,INE0BTR01012,1x,,
2890,TRIDHYA,INE0LWY01029,1x,,
2891,ASPINWALL,INE991I01015,1x,,
2892,SERVICE,INE0P1Q01015,1x,,
2893,YCCL,INE08S201019,1x,,
2894,SHRITECH,INE0OMF01015,1x,,
2895,GROBTEA,INE646C01018,1x,,
2896,KKVAPOW,INE239T01016,1x,,
2897,ORIANA,INE0OUT01019,1x,,
2898,VINSYS,INE0OSJ01014,1x,,
2899,UNITEDTEA,INE458F01011,1x,,
2900,GATECH,INE224E01028,1x,,
2901,SANGANI,INE0OVI01010,1x,,
2902,SSFL,INE0ON201012,1x,,
2903,CLSL,INE00NH01017,1x,,
2904,SAHAJ,INE013901017,1x,,
2905,CPS,INE0QBU01012,1x,,
2906,MONOPHARMA,INE0OIP01012,1x,,
2907,SAROJA,INE0PCL01011,1x,,
2908,PRAMARA,INE0O7A01017,1x,,
2909,JIWANRAM,INE0N5H01017,1x,,
2910,AVSL,INE522V01011,1x,,
2911,JETKNIT,INE564T01017,1x,,
2912,GRETEX,INE985P01012,1x,,
2913,AURDIS,INE448V01019,1x,,
2914,GICL,INE947T01014,1x,,
2915,VERTOZ,INE188Y01023,1x,,
2916,UNIVASTU,INE562X01013,1x,,
2917,AARVI,INE754X01016,1x,,
2918,THEJO,INE121N01019,5x,5x,5x
2919,PROLIFE,INE994V01012,1x,,
2920,SPCENET,INE970N01027,5x,5x,5x
2921,SCML,INE460Q01014,1x,,
2922,ASLIND,INE617I01024,1x,,
2923,JALAN,INE349X01015,1x,,
2924,VSCL,INE551Q01028,1x,,
2925,ACCORD,INE113X01015,1x,,
2926,TRANSWIND,INE792X01016,1x,,
2927,MDL,INE575Z01010,1x,,
2928,TATAGOLD,INF277KA1976,1x,,
2929,TATSILV,INF277KA1984,1x,,
2930,PASHUPATI,INE124Y01010,1x,,
2931,RAJMET,INE00KV01022,1x,,
2932,MANAV,INE104Y01012,1x,,
2933,AKG,INE00Y801016,1x,,
2934,MPTODAY,INE105Y01019,1x,,
2935,RMDRIP,INE219Y01018,1x,,
2936,CADSYS,INE090Y01013,1x,,
2937,SUNDARMHLD,INE202Z01029,5x,5x,5x
2938,TIRUPATI,INE238Y01018,1x,,
2939,WORTH,INE196Y01018,1x,,
2940,IRISDOREME,INE01GN01025,1x,,
2941,TARACHAND,INE555Z01012,1x,,
2942,GIRIRAJ,INE614Z01017,1x,,
2943,SILGO,INE01II01013,1x,,
2944,PARTYCRUS,INE06ZX01015,1x,,
2945,VERA,INE709Z01015,1x,,
2946,MAHICKRA,INE961Y01015,1x,,
2947,SIDDHIKA,INE0A1E01018,1x,,
2948,VMARCIND,INE0GXK01018,1x,,
2949,TEMBO,INE869Y01010,1x,,
2950,AJOONI,INE820Y01021,1x,,
2951,SINTERCOM,INE129Z01016,1x,,
2952,JAKHARIA,INE00N401018,1x,,
2953,AMBANIORGO,INE00C501018,1x,,
2954,UCL,INE00NI01015,1x,,
2955,KOTHARIPET,INE720A01015,5x,5x,5x
2956,AISL,INE635Y01015,1x,,
2957,ICEMAKE,INE520Y01019,5x,5x,5x
2958,WALPAR,INE0G2G01015,1x,,
2959,SPECTRUM,INE01EO01010,1x,,
2960,PULZ,INE335X01014,1x,,
2961,AAREYDRUGS,INE198H01019,1x,,
2962,NPST,INE0FFK01017,1x,,
2963,REXPIPES,INE00D001018,1x,,
2964,DUGLOBAL,INE0HPK01020,1x,,
2965,PARIN,INE00U801010,1x,,
2966,SERVOTECH,INE782X01033,1x,,
2967,PAR,INE04LG01015,1x,,
2968,BEWLTD,INE0HQI01014,1x,,
2969,FELIX,INE901X01013,1x,,
2970,LAGNAM,INE548Z01017,5x,5x,5x
2971,QUADPRO,INE0GOJ01027,1x,,
2972,UWCSL,INE00F301010,1x,,
2973,JAINAM,INE02KC01010,1x,,
2974,EIFFL,INE546V01010,1x,,
2975,BMETRICS,INE0I3Y01014,1x,,
2976,DYNAMIC,INE0DZ701010,1x,,
2977,DESTINY,INE0IGO01011,1x,,
2978,DKEGL,INE0GN101014,1x,,
2979,APOLSINHOT,INE451F01024,1x,,
2980,KOTYARK,INE0J0B01017,1x,,
2981,SHUBHLAXMI,INE01Z401013,1x,,
2982,LAXMICOT,INE801V01019,1x,,
2983,NIDAN,INE0J6L01013,1x,,
2984,INNOVANA,INE403Y01018,1x,,
2985,DRSDILIP,INE02CV01017,1x,,
2986,RPPL,INE760W01023,1x,,
2987,JMA,INE412C01023,1x,,
2988,EUROBOND,INE505V01016,1x,,
2989,FOCE,INE0I7D01019,1x,,
2990,UNITEDPOLY,INE368U01011,1x,,
2991,VIVO,INE0IA701014,1x,,
2992,ABCOTS,INE08PH01015,1x,,
2993,UNIINFO,INE481Z01011,1x,,
2994,TIMESCAN,INE0IJY01014,1x,,
2995,LFIC,INE850E01012,1x,,
2996,BSHSL,INE032Z01020,1x,,
2997,BETA,INE351Y01019,1x,,
2998,RICHA,INE0J1P01015,1x,,
2999,MADHAVBAUG,INE0JR301013,1x,,
3000,PRITI,INE974Z01015,1x,,
3001,SHIGAN,INE03KJ01013,1x,,
3002,MITCON,INE828O01033,1x,,
3003,SMVD,INE702Y01013,1x,,
3004,SURANI,INE01ZJ01015,1x,,
3005,COOLCAPS,INE0HS001010,1x,,
3006,SWARAJ,INE0GMR01016,1x,,
3007,DIL,INE411Y01011,1x,,
3008,KRISHIVAL,INE0GGO01015,1x,,
3009,PROPEQUITY,INE0KN801013,1x,,
3010,SONAMLTD,INE00LM01029,1x,,
3011,JSLL,INE0J5801011,1x,,
3012,AGROPHOS,INE740V01019,1x,,
3013,NILAINFRA,INE937C01029,5x,5x,5x
3014,KRITIKA,INE00Z501029,1x,,
3015,DPABHUSHAN,INE266Y01019,5x,5x,5x
3016,LEMERITE,INE0G1L01017,1x,,
3017,SONUINFRA,INE0JZA01018,1x,,
3018,SAKAR,INE732S01012,5x,5x,5x
3019,KHFM,INE00UG01014,1x,,
3020,MAHESHWARI,INE263W01010,5x,5x,5x
3021,FIDEL,INE0LQQ01019,1x,,
3022,ONEPOINT,INE840Y01029,5x,5x,5x
3023,ATULAUTO,INE951D01028,5x,5x,5x
3024,BAJAJHFL,INE377Y01014,5x,5x,5x
3025,BALAJEE,INE0S2G01011,5x,5x,5x
3026,BBOX,INE676A01027,5x,5x,5x
3027,BPL,INE110A01019,5x,5x,5x
3028,EXICOM,INE777F01014,5x,5x,5x
3029,GEPIL,INE878A01011,5x,5x,5x
3030,INTERARCH,INE00M901018,5x,5x,5x
3031,JNKINDIA,INE0OAF01028,5x,5x,5x
3032,KROSS,INE0O6601022,5x,5x,5x
3033,MEDICO,INE630Y01024,5x,5x,5x
3034,MID150BEES,INF204KB1V68,5x,5x,5x
3035,NIF100BEES,INF204K014N5,5x,5x,5x
3036,OCCL,INE321D01016,5x,5x,5x
3037,OLAELEC,INE0LXG01040,5x,5x,5x
3038,OMAXE,INE800H01010,5x,5x,5x
3039,PARAS,INE045601015,5x,5x,5x
3040,PNGJL,INE953R01016,5x,5x,5x
3041,PREMEXPLN,INE863B01029,5x,5x,5x
3042,PREMIERENE,INE0BS701011,5x,5x,5x
3043,SETFNIF50,INF200KA1FS1,5x,5x,5x
3044,SETFNN50,INF200KA1598,5x,5x,5x
3045,STYLEBAAZA,INE01FR01028,5x,5x,5x
3046,SURAJEST,INE843S01025,5x,5x,5x
3047,VERANDA,INE0IQ001011,5x,5x,5x
3048,VSTL,INE0QTF01015,5x,5x,5x
3049,PFOCUS,INE367G01038,5x,5x,5x
3050,PURVA,INE323I01011,1x,,
3051,WOCKPHARMA,INE049B01025,5x,5x,5x
3052,TECHNOE,INE285K01026,5x,5x,5x
3053,WAAREEENER,INE377N01017,1x,,
3054,PTCIL,INE596F01018,5x,5x,5x
3055,HYUNDAI,INE0V6F01027,5x,5x,5x
3056,AFCONS,INE101I01011,5x,5x,5x
3057,AKUMS,INE09XN01023,5x,5x,5x
3058,BANSALWIRE,INE0B9K01025,5x,5x,5x
3059,CEIGALL,INE0AG901020,5x,5x,5x
3060,ECOSMOBLTY,INE06HJ01020,5x,5x,5x
3061,EMCURE,INE168P01015,5x,5x,5x
3062,FIRSTCRY,INE02RE01045,5x,5x,5x
3063,GTL,INE043A01012,5x,5x,5x
3064,HIRECT,INE835D01023,1x,,
3065,JITFINFRA,INE863T01013,1x,,
3066,JSFB,INE953L01027,5x,5x,5x
3067,MANAKSTEEL,INE824Q01011,5x,5x,5x
3068,MARINE,INE01JE01028,1x,,
3069,MIDSMALL,INF769K01LJ8,5x,5x,5x
3070,ORIENTTECH,INE0PPK01015,5x,5x,5x
3071,RAYMONDLSL,INE02ID01020,5x,5x,5x
3072,REMSONSIND,INE474C01023,5x,5x,5x
3073,SADBHAV,INE226H01026,1x,,
3074,SANOFICONR,INE0UOS01011,5x,5x,5x
3075,SANSTAR,INE08NE01025,5x,5x,5x
3076,SSDL,INE0PQ101010,5x,5x,5x
3077,SUNCLAY,INE0Q3R01026,5x,5x,5x
3078,TBOTEK,INE673O01025,5x,5x,5x
3079,UNIECOM,INE00U401027,5x,5x,5x
3080,VRAJ,INE0S2V01010,5x,5x,5x
3081,ZEELEARN,INE565L01011,5x,5x,5x
3082,DICIND,INE303A01010,2x,,
3083,GLFL,INE540A01017,1x,,
3084,UMANGDAIRY,INE864B01027,1x,,
3085,HYBRIDFIN,INE965B01022,1x,,
3086,OILCOUNTUB,INE591A01010,1x,,
3087,AMJLAND,INE606A01024,5x,5x,5x
3088,RELINFRA,INE036A01016,5x,5x,5x
3089,HINDMOTORS,INE253A01025,1x,,
3090,DCM,INE498A01018,5x,5x,5x
3091,IFBAGRO,INE076C01018,2x,,
3092,IVP,INE043C01018,5x,5x,5x
3093,FIBERWEB,INE296C01020,5x,5x,5x
3094,AYMSYNTEX,INE193B01039,2x,,
3095,AUSOMENT,INE218C01016,1x,,
3096,IVC,INE050B01023,1x,,
3097,AVONMORE,INE323B01024,1x,,
3098,DCMFINSERV,INE891B01012,1x,,
3099,BAIDFIN,INE020D01022,2x,,
3100,DONEAR,INE668D01028,5x,5x,5x
3101,ZENITHEXPO,INE058B01018,1x,,
3102,AARVEEDEN,INE273D01019,1x,,
3103,ASHIMASYN,INE440A01010,2x,,
3104,WINSOME,INE784B01035,1x,,
3105,3PLAND,INE105C01023,1x,,
3106,DIGISPICE,INE927C01020,1x,,
3107,MINDTECK,INE110B01017,1x,,
3108,RSSOFTWARE,INE165B01029,1x,,
3109,WEBELSOLAR,INE855C01015,1x,,
3110,SURANAT&P,INE130B01031,2x,,
3111,PVP,INE362A01016,1x,,
3112,TRIGYN,INE948A01012,5x,5x,5x
3113,ANIKINDS,INE087B01017,1x,,
3114,OMAXAUTO,INE090B01011,1x,,
3115,ZODIACLOTH,INE206B01013,2x,,
3116,DOLPHIN,INE920A01037,1x,,
3117,WEIZMANIND,INE080A01014,1x,,
3118,MAHAPEXLTD,INE843B01013,1x,,
3119,NAHARPOLY,INE308A01027,2x,,
3120,TNTELE,INE141D01018,1x,,
3121,DREDGECORP,INE506A01018,5x,5x,5x
3122,PODDARHOUS,INE888B01018,1x,,
3123,EIMCOELECO,INE158B01016,1x,,
3124,MAHEPC,INE215D01010,2x,,
3125,KREBSBIO,INE268B01013,1x,,
3126,ALPHAGEO,INE137C01018,2x,,
3127,CCHHL,INE652F01027,1x,,
3128,TPLPLASTEH,INE413G01022,1x,,
3129,LIBERTSHOE,INE557B01019,5x,5x,5x
3130,ARENTERP,INE610C01014,1x,,
3131,SARLAPOLY,INE453D01025,5x,5x,5x
3132,21STCENMGM,INE253B01015,1x,,
3133,SIL,INE173A01025,2x,,
3134,THEINVEST,INE924D01017,1x,,
3135,KOTHARIPRO,INE823A01017,2x,,
3136,OMINFRAL,INE239D01028,1x,,
3137,BYKE,INE319B01014,1x,,
3138,ALMONDZ,INE326B01035,2x,,
3139,SHAKTIPUMP,INE908D01010,1x,,
3140,MOHITIND,INE954E01012,1x,,
3141,COUNCODOS,INE695B01025,1x,,
3142,ZENITHSTL,INE318D01020,1x,,
3143,HBSL,INE550B01022,1x,,
3144,ENERGYDEV,INE306C01019,1x,,
3145,BLBLIMITED,INE791A01024,1x,,
3146,INDSWFTLAB,INE915B01019,5x,5x,5x
3147,INTENTECH,INE781A01025,5x,5x,5x
3148,BALAJITELE,INE794B01026,1x,,
3149,CREATIVEYE,INE230B01021,1x,,
3150,UMESLTD,INE240C01028,1x,,
3151,NEXTMEDIA,INE747B01016,1x,,
3152,SMARTLINK,INE178C01020,1x,,
3153,NOIDATOLL,INE781B01015,2x,,
3154,PALREDTEC,INE218G01033,1x,,
3155,VIPCLOTHNG,INE450G01024,2x,,
3156,IMPEXFERRO,INE691G01015,1x,,
3157,KMSUGAR,INE157H01023,5x,5x,5x
3158,DYNPRO,INE256H01015,5x,5x,5x
3159,GVKPIL,INE251H01024,1x,,
3160,GALLANTT,INE297H01019,1x,,
3161,EMKAY,INE296H01011,2x,,
3162,ATLANTAA,INE285H01022,1x,,
3163,SHIVAMAUTO,INE637H01024,1x,,
3164,PARSVNATH,INE561H01026,2x,,
3165,HUBTOWN,INE703H01016,1x,,
3166,MICEL,INE287C01037,1x,,
3167,TARMAT,INE924H01018,1x,,
3168,SELMC,INE105I01020,1x,,
3169,KAUSHALYA,INE234I01028,1x,,
3170,TARIL,INE763I01026,1x,,
3171,BURNPUR,INE817H01014,1x,,
3172,CORDSCABLE,INE792I01017,2x,,
3173,GSS,INE871H01011,1x,,
3174,BIRLAMONEY,INE865C01022,5x,5x,5x
3175,ARCHIDPLY,INE877I01016,1x,,
3176,LPDC,INE197J01017,1x,,
3177,TPHQ,INE065J01024,1x,,
3178,MBLINFRA,INE912H01013,1x,,
3179,KRITINUT,INE798K01010,1x,,
3180,CAREERP,INE521J01018,1x,,
3181,SHAH,INE482J01021,1x,,
3182,KICL,INE029L01018,5x,5x,5x
3183,STEL,INE577L01016,1x,,
3184,DELPHIFX,INE726L01019,1x,,
3185,ONELIFECAP,INE912L01015,1x,,
3186,FLEXITUFF,INE060J01017,1x,,
3187,ESSARSHPNG,INE122M01019,1x,,
3188,TERASOFT,INE482B01010,1x,,
3189,NECCLTD,INE553C01016,2x,,
3190,NATHBIOGEN,INE448G01010,5x,5x,5x
3191,VIJIFIN,INE159N01027,1x,,
3192,INCREDIBLE,INE452L01012,1x,,
3193,SETFBSE100,INF200KA1572,1x,,
3194,MANAKALUCO,INE859Q01017,2x,,
3195,KAYA,INE587G01015,2x,,
3196,AURUM,INE898S01029,5x,5x,5x
3197,GENCON,INE854S01022,1x,,
3198,COFFEEDAY,INE335K01011,5x,5x,5x
3199,SIMBHALS,INE748T01016,2x,,
3200,MANOMAY,INE784W01015,1x,,
3201,SMSLIFE,INE320X01016,2x,,
3202,DNAMEDIA,INE016M01021,1x,,
3203,ASTRON,INE646X01014,1x,,
3204,KENVI,INE923Y01023,1x,,
3205,KBCGLOBAL,INE278R01034,1x,,
3206,SOLARA,INE624Z01016,5x,5x,5x
3207,SKYGOLD,INE01IU01018,1x,,
3208,SETFSN50,INF200KA1VQ2,1x,,
3209,ABSLNN50ET,INF209KB16D7,5x,5x,5x
3210,KPIGREEN,INE542W01025,1x,,
3211,ANMOL,INE02AR01019,5x,5x,5x
3212,DCMNVL,INE08KP01019,2x,,
3213,SNXT50BEES,INF204KB15D0,1x,,
3214,DJML,INE0B1K01014,1x,,
3215,TARC,INE0EK901012,4x,,
3216,DRCSYSTEMS,INE03RS01027,1x,,
3217,IWEL,INE0FLR01028,1x,,
3218,DCI,INE0A1101019,1x,,
3219,NARMADA,INE117Z01011,1x,,
3220,DCXINDIA,INE0KL801015,5x,5x,5x
3221,AIRAN,INE645W01026,1x,,
3222,USK,INE0N0Y01013,5x,5x,5x
3223,RHL,INE508K01013,1x,,
3224,URAVI,INE568Z01015,1x,,
3225,RATNAVEER,INE05CZ01011,2x,,
3226,NOVAAGRI,INE02H701025,1x,,
3227,GALAPREC,INE0RE001014,1x,,
3228,TOLINS,INE0RWQ01014,1x,,
3229,WCIL,INE0CJF01024,1x,,
3230,NORTHARC,INE850M01015,1x,,
3231,ARKADE,INE0QRL01017,1x,,
3232,MANBA,INE939X01013,1x,,
3233,KRN,INE0Q3J01015,1x,,
3234,DIFFNKG,INE184O01015,1x,,
3235,GARUDA,INE0JVO01026,1x,,
3236,DBEIL,INE0OPA01019,1x,,
3237,667GS2050,IN0020200252,1x,,
3238,HDFCLIQUID,INF179KC1HE2,1x,,
3239,LIQUIDSBI,INF200KA13Z8,1x,,
3240,NIFTYBETF,INF0QA701722,1x,,
3241,GSEC10IETF,INF109KC18O0,1x,,
3242,LIQUIDADD,INF740KA1UM0,1x,,
3243,NV20BEES,INF204KB18I3,1x,,
3244,BBETF0432,INF754K01OB1,1x,,
3245,BANKBETF,INF0QA701714,1x,,
3246,BBNPPGOLD,INF251K01SU9,1x,,
3247,ESILVER,INF754K01SF3,1x,,
3248,CHOLAFIN,INE121A01024,1x,,
3249,MOTHERSON,INE775A01035,1x,,
3250,AFIL,INE916Y01019,1x,,
3251,TRF,INE391D01019,1x,,
3252,MASTERTR,INE677D01037,1x,,
3253,SAGILITY,INE0W2G01015,1x,,
